URL,Overall_Score,Make fewer HTTP requests,Use a Content Delivery Network (CDN),Avoid empty src or href,Add Expires headers,Compress components with gzip,Put CSS at top,Put JavaScript at bottom,Avoid CSS expressions,Reduce DNS lookups,Minify JavaScript and CSS,Avoid URL redirects,Remove duplicate JavaScript and CSS,Configure entity tags (ETags),Make AJAX cacheable,Use GET for AJAX requests,Reduce the number of DOM elements,Avoid HTTP 404 (Not Found) error,Reduce cookie size,Use cookie-free domains,Avoid AlphaImageLoader filter,Do not scale images in HTML,Make favicon small and cacheable$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=743&amp;cnt=2944,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=743&amp;cnt=1289,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=743&amp;cnt=1290,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=743&amp;cnt=1293,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=743&amp;cnt=1292,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=743&amp;cnt=2951,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=743&amp;cnt=3098,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;amp;brch=170&amp;amp;sim=743&amp;amp;cnt=2944,B(81),C(76),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;amp;brch=170&amp;amp;sim=743&amp;amp;cnt=1293,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=1/,$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=1284,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=2,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=4,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=1285,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=5,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=744&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;amp;brch=170,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=1625,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=2,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=4,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=1627,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=5,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=750&amp;cnt=7,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=1629,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=2,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=4,B(81),C(76),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=1628,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=5,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=6,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=751&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),F(45),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=1295,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=2,B(81),C(72),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=4,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=1296,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=5,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=762&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=1308,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=2,C(75),C(76),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=4,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=1309,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=5,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=6,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=764&amp;cnt=7,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=1314,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=2,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=4,C(75),C(76),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=1315,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=5,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=769&amp;cnt=7,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=1/,B(81),C(72),F(0),A(100),F(0),A(100),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=1316,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=2,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=4,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=1317,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=5,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=770&amp;cnt=7,C(75),C(76),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=1604,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=2,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=4,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=1605,C(75),C(76),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=5,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=862&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=1606,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=2,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=4,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=1607,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=5,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=6,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=863&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=2815/,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=2742,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=2743,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=2665,C(75),C(76),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=2,B(80),C(72),F(0),A(100),F(0),B(89),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=4,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=2666,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=5,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=6,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1300&amp;cnt=7,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1303&amp;cnt=1/,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1303&amp;cnt=2673,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1303&amp;cnt=2,C(75),C(72),F(0),A(100),F(0),F(12),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1303&amp;cnt=4,$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1303&amp;cnt=2674,C(75),C(76),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1303&amp;cnt=5,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
http://iitg.vlab.co.in/?sub=72&amp;brch=170&amp;sim=1303&amp;cnt=6,C(74),C(72),F(0),A(100),F(0),F(1),A(100),A(100),A(100),A(100),A(100),A(100),A(100),F(0),A(100),A(100),A(100),A(100),A(100),E(50),A(100),A(100),A(95)$
